"HHID","SID","personality__satisfaction_satHealth.2005","personality__satisfaction_satHealth.2009","personality__satisfaction_satHealth.2013","personality__satisfaction_satIncome.2005","personality__satisfaction_satIncome.2009","personality__satisfaction_satIncome.2013","personality__satisfaction_satLife.2005","personality__satisfaction_satLife.2009","personality__satisfaction_satLife.2013","personality__A_coarse.2005","personality__A_coarse.2009","personality__A_coarse.2013","personality__A_forgive.2005","personality__A_forgive.2009","personality__A_forgive.2013","personality__A_friendly.2005","personality__A_friendly.2009","personality__A_friendly.2013","personality__C_efficient.2005","personality__C_efficient.2009","personality__C_efficient.2013","personality__C_lazy.2005","personality__C_lazy.2009","personality__C_lazy.2013","personality__C_thorough.2005","personality__C_thorough.2009","personality__C_thorough.2013","personality__E_cmmnctv.2005","personality__E_cmmnctv.2009","personality__E_cmmnctv.2013","personality__E_reserved.2005","personality__E_reserved.2009","personality__E_reserved.2013","personality__E_sociable.2005","personality__E_sociable.2009","personality__E_sociable.2013","personality__N_dealStrss.2005","personality__N_dealStrss.2009","personality__N_dealStrss.2013","personality__N_nervous.2005","personality__N_nervous.2009","personality__N_nervous.2013","personality__N_worry.2005","personality__N_worry.2009","personality__N_worry.2013","personality__O_artExp.2005","personality__O_artExp.2009","personality__O_artExp.2013","personality__O_imagn.2005","personality__O_imagn.2009","personality__O_imagn.2013","personality__O_original.2005","personality__O_original.2009","personality__O_original.2013","predictor__currHealth_currHealth.2005","DOB","Sex","Age"
2054,20504,10,10,NA,5,10,NA,8,10,NA,1,1,NA,7,7,NA,6,7,NA,5,7,NA,4,3,NA,6,7,NA,6,4,NA,6,7,NA,4,3,NA,5,7,NA,1,5,NA,1,1,NA,1,3,NA,5,4,NA,4,3,NA,1,1988,1,17
2054,20505,5,10,NA,8,10,NA,9,10,NA,5,4,NA,6,7,NA,7,7,NA,4,7,NA,6,2,NA,4,7,NA,4,3,NA,7,7,NA,2,2,NA,1,5,NA,4,4,NA,1,1,NA,1,1,NA,4,5,NA,2,3,NA,4,1988,1,17
2232,22301,5,6,7,3,5,7,4,8,8,1,1,1,7,6,5,6,6,6,5,6,6,2,3,1,7,7,7,6,6,6,5,5,4,6,7,6,6,6,6,2,3,1,6,2,5,5,5,3,5,3,1,4,4,5,4,1958,1,47
2232,22302,9,1,1,5,6,5,6,4,3,7,1,1,7,7,6,7,7,6,7,7,6,1,1,1,7,7,7,7,7,7,1,1,1,7,7,6,6,7,1,1,1,6,7,7,6,7,2,6,2,1,4,5,4,6,2,1960,2,45
2232,22303,4,7,3,6,5,9,8,8,10,4,3,2,6,6,5,7,6,6,7,6,6,5,2,1,6,6,6,6,5,6,3,5,2,7,4,6,2,6,5,5,5,2,7,5,3,4,2,7,6,4,5,6,5,6,4,1981,2,24
2232,22304,4,6,5,8,4,3,7,6,7,5,1,1,7,7,7,7,7,7,7,6,6,1,1,1,7,7,5,7,7,5,1,1,1,6,7,6,6,6,2,3,4,6,7,1,5,1,1,6,6,1,7,5,2,4,3,1986,2,19
2232,22305,10,8,5,-1,6,5,10,7,7,1,1,1,7,6,5,7,6,6,7,6,6,2,3,2,7,7,6,5,5,4,1,6,5,7,7,6,7,6,6,4,2,1,7,2,2,1,3,6,6,3,3,4,3,4,1,1986,1,19
2232,22306,7,7,4,5,6,3,6,8,6,4,2,2,7,6,6,7,6,6,6,6,6,2,3,1,7,7,7,5,6,4,6,6,4,6,7,6,4,4,2,5,2,6,6,5,5,6,6,6,7,2,4,4,4,4,3,1968,1,37
2232,1145002,10,8,7,5,8,8,6,7,8,2,3,2,5,3,5,6,6,7,6,6,7,5,2,1,5,6,7,3,6,7,6,6,3,5,6,5,4,2,6,4,6,4,5,3,4,3,6,1,6,6,6,6,5,7,2,1977,1,28
2259,22503,7,5,6,7,7,8,6,6,7,4,3,3,6,6,6,6,6,6,6,6,6,3,4,5,7,6,7,5,4,5,5,6,6,5,5,5,4,4,5,4,6,5,6,6,6,4,4,4,4,5,5,5,4,4,3,1965,1,40
2267,22601,6,3,7,7,7,7,7,7,8,2,3,3,6,6,4,5,5,6,5,3,5,3,2,2,5,6,5,5,5,5,4,5,3,5,4,4,5,5,5,4,3,4,5,5,3,4,3,3,5,4,4,4,4,5,3,1959,1,46
2267,22602,8,7,7,7,7,7,7,8,8,2,2,5,3,6,6,6,6,6,6,5,6,2,2,2,7,7,6,6,6,6,2,3,2,5,3,6,6,6,6,2,2,2,3,3,4,3,4,3,5,3,4,3,4,5,2,1963,2,42
2267,22603,8,NA,NA,6,NA,NA,7,NA,NA,4,NA,NA,6,NA,NA,3,NA,NA,5,NA,NA,7,NA,NA,5,NA,NA,6,NA,NA,3,NA,NA,6,NA,NA,3,NA,NA,4,NA,NA,4,NA,NA,2,NA,NA,3,NA,NA,3,NA,NA,2,1987,1,18
2267,22604,9,NA,NA,10,NA,NA,9,NA,NA,1,NA,NA,6,NA,NA,7,NA,NA,7,NA,NA,4,NA,NA,6,NA,NA,6,NA,NA,2,NA,NA,6,NA,NA,5,NA,NA,6,NA,NA,4,NA,NA,3,NA,NA,6,NA,NA,6,NA,NA,2,1988,2,17
2399,23905,7,7,6,4,7,6,7,8,7,2,2,1,7,7,7,7,7,7,7,6,6,2,1,2,7,7,6,7,7,7,2,3,4,7,6,7,4,2,3,5,6,6,7,7,7,5,3,7,5,7,7,4,2,5,3,1969,1,36
2399,23906,4,6,9,7,4,8,9,8,8,5,5,6,7,5,4,5,2,5,7,7,6,1,1,1,7,7,7,7,5,6,1,5,4,7,5,4,1,4,2,3,5,6,7,5,5,4,3,4,3,3,4,5,3,7,4,1972,2,33
2429,24201,5,NA,NA,8,NA,NA,9,NA,NA,1,NA,NA,7,NA,NA,7,NA,NA,7,NA,NA,2,NA,NA,7,NA,NA,7,NA,NA,7,NA,NA,4,NA,NA,4,NA,NA,2,NA,NA,7,NA,NA,7,NA,NA,7,NA,NA,4,NA,NA,3,1942,1,63
2429,24202,8,NA,NA,9,NA,NA,9,NA,NA,2,NA,NA,7,NA,NA,7,NA,NA,7,NA,NA,2,NA,NA,7,NA,NA,6,NA,NA,6,NA,NA,7,NA,NA,6,NA,NA,1,NA,NA,6,NA,NA,5,NA,NA,4,NA,NA,4,NA,NA,2,1944,2,61
2429,24204,10,10,8,8,9,9,10,10,10,4,1,3,6,5,5,5,5,7,5,7,7,3,7,7,5,7,7,7,7,7,4,3,2,6,7,7,5,5,7,4,1,2,4,2,4,5,6,6,6,6,6,6,5,7,2,1970,2,35
2429,883102,10,9,10,10,10,9,10,10,10,3,1,3,7,7,6,7,7,5,7,7,7,2,3,2,7,7,7,7,5,2,4,7,6,6,7,6,6,3,7,3,3,4,2,1,5,7,7,5,5,4,3,5,5,7,2,1966,1,39
2429,883103,NA,NA,10,NA,NA,10,NA,NA,10,NA,NA,1,NA,NA,6,NA,NA,7,NA,NA,7,NA,NA,7,NA,NA,7,NA,NA,5,NA,NA,6,NA,NA,7,NA,NA,2,NA,NA,6,NA,NA,1,NA,NA,7,NA,NA,6,NA,NA,7,NA,1994,2,11
2437,24302,5,8,8,3,3,8,8,7,8,1,7,2,7,3,7,7,6,6,7,7,7,4,2,1,7,7,7,7,7,7,4,4,2,6,6,6,4,4,7,2,6,1,4,7,2,7,7,7,7,7,1,4,5,7,3,1947,1,58
2437,24303,4,5,4,9,3,5,5,7,4,6,5,6,7,4,4,6,6,6,6,6,6,1,1,3,6,7,6,2,5,4,7,6,6,2,4,3,2,4,3,6,2,3,4,5,4,2,2,1,4,6,6,4,3,4,3,1969,1,36
2623,26202,8,9,NA,7,8,NA,8,8,NA,4,3,NA,6,7,NA,6,5,NA,5,4,NA,2,2,NA,6,5,NA,4,6,NA,5,5,NA,4,4,NA,5,2,NA,4,6,NA,3,3,NA,3,-1,NA,3,3,NA,3,2,NA,2,1944,2,61
2623,1000902,4,6,3,10,8,2,7,8,2,5,4,5,7,5,7,5,4,5,6,6,7,4,3,6,4,4,4,4,4,4,4,3,2,4,6,4,2,3,2,5,3,5,4,5,4,7,5,7,7,5,3,4,5,6,3,1979,2,26
2623,1000903,10,NA,NA,8,NA,NA,9,NA,NA,5,NA,NA,5,NA,NA,6,NA,NA,7,NA,NA,1,NA,NA,7,NA,NA,6,NA,NA,2,NA,NA,6,NA,NA,-1,NA,NA,-1,NA,NA,1,NA,NA,4,NA,NA,4,NA,NA,5,NA,NA,1,1968,1,37
2747,27401,8,1,NA,8,5,NA,8,8,NA,5,6,NA,5,5,NA,6,6,NA,6,3,NA,1,2,NA,6,3,NA,6,5,NA,5,2,NA,6,3,NA,3,3,NA,2,2,NA,5,3,NA,1,2,NA,2,2,NA,5,4,NA,2,1941,1,64
2747,27402,3,3,NA,8,7,NA,7,8,NA,2,2,NA,2,5,NA,3,2,NA,3,6,NA,1,2,NA,6,5,NA,5,5,NA,2,2,NA,6,6,NA,2,3,NA,3,2,NA,2,6,NA,2,5,NA,2,5,NA,3,2,NA,4,1946,2,59
2747,27403,6,5,6,6,-1,7,7,7,8,2,4,3,2,5,5,6,5,6,5,5,5,5,6,3,7,5,5,3,4,4,6,6,6,4,5,4,4,4,6,7,6,6,3,4,4,1,3,3,4,4,4,3,4,3,2,1965,2,40
2747,27404,7,6,4,9,8,8,8,8,8,2,3,5,7,5,6,6,4,4,4,7,6,1,2,2,6,7,6,3,3,3,6,5,5,5,4,5,4,6,6,2,4,2,2,6,2,2,1,2,5,3,2,4,3,5,3,1967,1,38
2747,27405,8,7,NA,6,8,NA,8,8,NA,6,6,NA,4,3,NA,5,3,NA,5,6,NA,2,2,NA,7,5,NA,6,6,NA,3,3,NA,6,6,NA,5,3,NA,4,2,NA,6,6,NA,6,4,NA,6,6,NA,5,5,NA,2,1971,1,34
2747,701402,2,5,3,6,8,9,6,7,8,3,4,2,6,7,7,5,6,6,5,7,7,2,1,1,5,7,7,4,4,5,5,2,2,3,3,4,3,3,3,3,3,4,6,6,6,3,2,2,4,2,6,4,5,4,4,1962,1,43
2747,701403,NA,7,8,NA,8,7,NA,7,5,NA,2,3,NA,4,4,NA,7,6,NA,5,6,NA,3,2,NA,3,6,NA,5,5,NA,3,3,NA,6,5,NA,5,6,NA,1,5,NA,3,3,NA,1,2,NA,4,3,NA,3,3,NA,1991,1,14
2747,880702,9,7,8,6,8,8,8,7,7,5,5,4,5,5,4,7,6,6,6,5,6,1,2,1,7,6,6,7,6,5,2,2,4,6,5,4,4,5,4,5,3,4,6,5,5,2,3,3,5,5,3,5,5,4,2,1968,2,37
2747,1101102,5,4,NA,5,6,NA,9,8,NA,2,4,NA,4,3,NA,5,5,NA,6,6,NA,1,1,NA,6,7,NA,5,5,NA,3,4,NA,4,4,NA,6,5,NA,1,2,NA,4,4,NA,4,4,NA,6,5,NA,4,6,NA,3,1977,2,28
2755,27502,7,8,9,5,7,8,7,8,9,1,1,1,7,6,7,7,7,7,7,7,7,1,1,1,7,7,7,7,6,7,6,6,5,6,4,7,4,5,4,1,2,1,7,2,4,4,3,4,4,5,4,4,2,4,2,1938,2,67
2887,28801,7,8,7,9,9,9,8,8,9,5,3,2,5,6,6,6,6,6,6,6,6,5,3,3,6,5,6,4,4,5,5,4,4,3,3,4,2,2,4,3,3,3,3,3,2,4,3,2,6,7,6,6,5,5,3,1947,1,58
2887,28802,7,8,7,9,8,9,8,8,7,1,1,1,7,6,7,6,7,7,6,6,7,1,1,1,7,7,7,5,5,7,5,5,4,5,6,6,3,4,4,5,5,2,6,5,5,5,5,7,6,5,5,5,5,5,2,1949,2,56
2887,28803,8,8,NA,2,8,NA,6,8,NA,1,1,NA,7,6,NA,7,6,NA,6,5,NA,2,1,NA,6,4,NA,7,7,NA,2,3,NA,7,7,NA,3,2,NA,4,4,NA,6,7,NA,7,3,NA,5,5,NA,5,4,NA,3,1974,2,31
2887,1014502,9,6,NA,6,9,NA,6,8,NA,5,6,NA,5,6,NA,4,3,NA,5,5,NA,5,5,NA,5,6,NA,6,6,NA,2,3,NA,6,5,NA,5,5,NA,2,5,NA,3,3,NA,2,3,NA,4,3,NA,6,6,NA,1,1969,1,36
2933,29301,5,4,3,7,6,5,7,7,8,4,5,4,6,6,5,5,6,6,5,6,5,4,3,4,5,6,5,3,6,5,6,5,5,4,5,5,4,5,6,5,5,5,6,5,3,6,6,6,7,7,6,4,5,4,4,1926,1,79
2933,29302,5,5,6,8,8,7,8,7,8,3,2,2,5,4,5,6,6,6,6,5,5,2,2,2,6,6,6,3,4,4,5,6,6,4,3,4,5,4,3,4,3,5,5,5,5,4,2,3,4,3,3,3,3,4,3,1936,2,69
2933,29305,7,6,NA,7,7,NA,7,8,NA,4,6,NA,5,6,NA,5,5,NA,6,6,NA,2,2,NA,6,6,NA,5,5,NA,3,5,NA,4,4,NA,6,5,NA,6,6,NA,2,4,NA,2,2,NA,4,6,NA,5,5,NA,2,1966,1,39
2933,895004,8,7,NA,5,7,NA,6,8,NA,5,5,NA,6,7,NA,3,4,NA,6,6,NA,4,4,NA,6,7,NA,4,3,NA,6,6,NA,5,4,NA,4,5,NA,5,4,NA,5,5,NA,3,7,NA,3,3,NA,4,3,NA,2,1969,2,36
2941,29401,6,7,7,8,8,8,7,8,9,1,2,2,6,6,6,7,6,6,6,6,6,1,3,2,7,6,6,3,3,4,6,6,3,3,3,3,6,6,6,2,2,2,2,2,2,6,5,5,3,3,2,3,3,3,3,1957,1,48
2941,29402,8,8,8,8,8,9,8,8,9,2,6,2,6,5,6,6,6,6,7,7,7,1,1,1,7,7,7,7,7,7,4,4,3,5,6,7,5,6,5,5,2,3,4,5,3,5,4,5,6,6,6,6,7,7,2,1963,2,42
2941,29403,NA,7,7,NA,8,5,NA,7,7,NA,2,3,NA,2,4,NA,6,6,NA,6,5,NA,5,5,NA,6,6,NA,2,4,NA,6,6,NA,3,4,NA,5,4,NA,4,5,NA,6,6,NA,3,3,NA,6,5,NA,3,4,NA,1990,2,15
2941,29404,NA,NA,3,NA,NA,7,NA,NA,9,NA,NA,2,NA,NA,4,NA,NA,6,NA,NA,5,NA,NA,2,NA,NA,6,NA,NA,6,NA,NA,5,NA,NA,6,NA,NA,6,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,3,NA,NA,3,NA,1992,2,13
2976,29701,8,8,5,8,6,6,7,8,8,2,3,5,6,6,6,7,6,6,7,7,6,1,1,1,6,6,7,6,6,6,2,4,4,7,7,6,6,6,5,2,2,3,3,3,5,4,2,2,7,5,6,6,6,6,2,1955,1,50
2976,29702,8,9,8,7,5,8,8,8,9,5,4,3,6,5,7,7,6,6,6,5,6,1,1,1,7,6,7,7,7,7,4,4,1,6,5,7,6,4,6,4,5,4,7,7,5,4,6,5,6,6,6,6,6,6,2,1962,2,43
2976,29703,8,NA,NA,-1,NA,NA,5,NA,NA,2,NA,NA,6,NA,NA,7,NA,NA,6,NA,NA,6,NA,NA,6,NA,NA,7,NA,NA,5,NA,NA,7,NA,NA,3,NA,NA,7,NA,NA,7,NA,NA,5,NA,NA,7,NA,NA,4,NA,NA,2,1987,2,18
2992,29901,4,8,NA,10,8,NA,7,8,NA,2,2,NA,4,3,NA,4,5,NA,3,7,NA,1,1,NA,6,7,NA,6,6,NA,3,3,NA,3,4,NA,4,6,NA,1,1,NA,4,3,NA,2,2,NA,2,5,NA,4,3,NA,3,1937,1,68
2992,29902,8,8,NA,9,10,NA,8,9,NA,2,2,NA,6,6,NA,6,6,NA,5,5,NA,2,4,NA,6,6,NA,5,4,NA,6,7,NA,4,5,NA,4,5,NA,5,5,NA,6,7,NA,3,3,NA,5,6,NA,4,5,NA,3,1939,2,66
3018,30102,8,NA,NA,5,NA,NA,8,NA,NA,1,NA,NA,7,NA,NA,4,NA,NA,4,NA,NA,1,NA,NA,6,NA,NA,6,NA,NA,4,NA,NA,7,NA,NA,4,NA,NA,2,NA,NA,3,NA,NA,4,NA,NA,2,NA,NA,4,NA,NA,3,1920,2,85
3018,30103,8,NA,NA,5,NA,NA,-1,NA,NA,1,NA,NA,7,NA,NA,-1,NA,NA,7,NA,NA,-1,NA,NA,7,NA,NA,-1,NA,NA,-1,NA,NA,-1,NA,NA,7,NA,NA,1,NA,NA,-1,NA,NA,-1,NA,NA,-1,NA,NA,-1,NA,NA,2,1950,2,55
3034,30302,8,NA,NA,8,NA,NA,7,NA,NA,1,NA,NA,1,NA,NA,5,NA,NA,1,NA,NA,1,NA,NA,6,NA,NA,6,NA,NA,5,NA,NA,4,NA,NA,4,NA,NA,1,NA,NA,3,NA,NA,1,NA,NA,4,NA,NA,3,NA,NA,2,1963,2,42
3034,30303,8,4,5,5,3,0,8,6,7,1,3,1,5,6,6,6,7,6,6,4,3,2,3,2,6,7,6,4,4,3,6,6,5,1,2,2,5,5,4,3,2,1,5,5,4,1,1,1,2,3,3,2,3,2,2,1984,2,21
3034,805503,9,NA,NA,9,NA,NA,9,NA,NA,4,NA,NA,4,NA,NA,5,NA,NA,6,NA,NA,1,NA,NA,7,NA,NA,5,NA,NA,3,NA,NA,4,NA,NA,5,NA,NA,2,NA,NA,3,NA,NA,3,NA,NA,4,NA,NA,5,NA,NA,2,1963,1,42
3182,31802,7,NA,NA,8,NA,NA,6,NA,NA,4,NA,NA,5,NA,NA,6,NA,NA,5,NA,NA,2,NA,NA,6,NA,NA,3,NA,NA,6,NA,NA,3,NA,NA,6,NA,NA,4,NA,NA,5,NA,NA,3,NA,NA,3,NA,NA,3,NA,NA,3,1923,2,82
3190,31901,8,7,9,8,8,8,8,8,9,4,4,2,5,5,6,6,4,6,6,7,6,2,7,2,7,7,7,4,5,6,3,4,5,5,5,5,5,5,5,2,3,3,2,4,6,5,6,3,4,5,5,4,5,6,2,1942,1,63
3190,31902,8,9,9,8,8,8,8,8,8,3,2,6,6,7,7,6,7,7,5,6,7,2,2,1,7,7,7,5,6,7,4,3,4,6,7,7,5,7,7,2,2,6,3,5,2,4,6,6,4,5,6,5,6,6,2,1944,2,61
3204,32001,9,8,8,8,8,9,8,8,10,2,2,1,7,7,7,6,6,6,6,6,6,4,2,2,6,5,6,7,6,6,6,5,6,6,5,5,6,6,7,1,2,1,2,3,2,5,5,5,5,4,6,5,5,5,2,1944,1,61
3204,32002,5,5,6,9,9,9,7,7,8,4,3,2,6,7,6,6,6,6,6,4,6,2,3,5,6,5,6,7,7,7,2,3,5,7,7,7,5,4,5,1,2,3,3,2,5,6,6,6,7,6,6,6,6,6,4,1948,2,57
3204,32004,7,3,8,7,9,9,8,7,9,5,5,3,7,7,6,5,6,6,6,6,6,2,2,3,6,5,4,7,7,6,2,2,2,6,6,6,2,2,3,3,6,2,5,6,2,1,3,4,6,6,6,4,4,4,2,1971,2,34
3204,945802,5,5,4,4,4,3,7,5,3,6,6,4,5,6,3,4,3,5,4,5,6,5,3,5,6,4,6,5,5,5,4,3,2,5,6,6,4,3,3,2,3,3,5,6,7,1,1,1,4,6,5,4,2,4,4,1963,1,42
3204,945803,NA,NA,9,NA,NA,8,NA,NA,9,NA,NA,4,NA,NA,6,NA,NA,6,NA,NA,6,NA,NA,5,NA,NA,6,NA,NA,7,NA,NA,2,NA,NA,7,NA,NA,4,NA,NA,2,NA,NA,2,NA,NA,3,NA,NA,6,NA,NA,5,NA,1995,2,10
3204,945804,8,NA,NA,8,NA,NA,5,NA,NA,5,NA,NA,4,NA,NA,6,NA,NA,6,NA,NA,5,NA,NA,6,NA,NA,5,NA,NA,6,NA,NA,3,NA,NA,4,NA,NA,6,NA,NA,6,NA,NA,6,NA,NA,5,NA,NA,4,NA,NA,2,1978,2,27
3204,1090203,6,5,6,4,6,7,4,6,6,1,4,5,7,7,4,6,4,5,7,7,7,2,5,5,7,7,7,6,7,5,6,2,3,3,5,5,4,4,3,4,5,4,6,5,6,4,4,4,4,5,5,4,5,5,3,1966,1,39
3204,1090206,NA,7,4,NA,3,4,NA,4,7,NA,1,2,NA,7,7,NA,7,6,NA,6,6,NA,1,1,NA,7,7,NA,7,5,NA,4,4,NA,5,4,NA,6,2,NA,2,4,NA,5,7,NA,7,7,NA,3,3,NA,7,6,NA,1965,2,40
3204,1228405,NA,7,7,NA,6,9,NA,8,9,NA,6,5,NA,5,5,NA,4,5,NA,7,7,NA,2,6,NA,7,7,NA,7,6,NA,5,4,NA,4,6,NA,6,6,NA,2,2,NA,3,5,NA,3,4,NA,6,6,NA,7,6,NA,1968,1,37
3212,32103,8,8,8,10,9,9,8,8,8,3,4,5,7,6,6,6,4,5,6,6,6,1,6,1,6,6,6,6,6,6,1,2,3,6,6,6,6,6,5,3,1,3,5,6,5,1,1,3,5,5,5,6,7,5,2,1975,1,30
3212,1096902,8,8,6,10,5,7,10,9,6,5,5,6,3,2,3,4,6,2,7,4,6,2,2,4,7,6,6,4,3,4,6,6,4,1,4,3,6,6,5,1,2,2,4,3,4,7,7,6,7,7,4,7,7,6,2,1977,2,28
3450,34501,4,10,NA,8,10,NA,10,10,NA,1,1,NA,7,7,NA,7,7,NA,7,1,NA,1,1,NA,7,1,NA,7,1,NA,7,7,NA,7,7,NA,7,7,NA,1,2,NA,7,7,NA,3,2,NA,7,7,NA,7,1,NA,3,1942,1,63
3450,34502,8,8,NA,8,-1,NA,9,10,NA,1,-1,NA,7,7,NA,7,7,NA,7,7,NA,1,1,NA,7,7,NA,7,7,NA,7,7,NA,7,7,NA,7,7,NA,6,2,NA,7,7,NA,6,4,NA,7,7,NA,6,7,NA,3,1944,2,61
3492,34903,7,5,NA,5,5,NA,7,5,NA,4,3,NA,7,6,NA,4,6,NA,7,7,NA,1,1,NA,7,7,NA,7,5,NA,2,5,NA,7,5,NA,5,4,NA,1,5,NA,3,4,NA,2,3,NA,4,5,NA,4,6,NA,2,1964,1,41
3492,603702,7,4,NA,5,9,NA,7,0,NA,2,1,NA,5,7,NA,7,7,NA,4,4,NA,2,1,NA,7,7,NA,5,4,NA,4,7,NA,3,4,NA,4,4,NA,4,1,NA,4,7,NA,1,1,NA,4,3,NA,1,7,NA,3,1962,2,43
3549,35405,3,NA,NA,3,NA,NA,3,NA,NA,4,NA,NA,2,NA,NA,5,NA,NA,6,NA,NA,4,NA,NA,5,NA,NA,4,NA,NA,5,NA,NA,4,NA,NA,1,NA,NA,7,NA,NA,7,NA,NA,7,NA,NA,7,NA,NA,4,NA,NA,4,1968,2,37
3565,35602,9,8,8,6,8,8,8,8,9,2,2,4,5,-1,7,6,6,5,6,6,6,1,3,5,7,6,7,6,5,6,6,5,5,3,-1,2,4,6,5,4,-1,5,6,3,5,2,5,4,2,3,2,3,3,2,2,1949,2,56
3565,35603,8,8,8,9,10,9,8,6,7,6,6,6,5,6,6,5,3,5,5,4,5,4,2,3,5,6,5,5,4,5,4,2,3,2,6,5,2,2,4,6,7,6,6,4,4,1,3,4,3,4,5,6,6,6,2,1979,1,26
3565,35604,8,9,8,7,6,8,9,8,8,5,5,5,7,6,7,4,5,4,6,5,5,3,1,2,5,5,5,6,5,6,5,2,3,6,6,6,5,6,5,4,2,2,2,2,2,3,4,4,5,5,3,5,5,5,2,1981,1,24
3565,1293002,NA,3,7,NA,5,5,NA,7,4,NA,6,3,NA,5,4,NA,7,6,NA,6,6,NA,4,3,NA,6,5,NA,7,5,NA,2,4,NA,6,6,NA,5,5,NA,2,3,NA,3,4,NA,3,3,NA,7,6,NA,4,5,NA,1982,1,23
3573,35701,8,NA,4,7,NA,7,7,NA,7,2,NA,2,6,NA,6,7,NA,6,6,NA,6,6,NA,3,6,NA,5,3,NA,4,3,NA,4,5,NA,6,4,NA,6,2,NA,2,4,NA,2,3,NA,4,3,NA,2,5,NA,5,3,1949,1,56
3573,35702,9,NA,4,6,NA,7,7,NA,7,6,NA,6,4,NA,5,6,NA,5,5,NA,5,1,NA,2,6,NA,6,6,NA,6,2,NA,1,5,NA,5,5,NA,5,4,NA,4,5,NA,5,4,NA,3,6,NA,5,4,NA,3,2,1950,2,55
3573,35703,8,8,6,6,8,7,8,6,5,6,4,3,5,5,4,5,4,4,6,6,6,4,4,3,6,6,6,6,6,5,4,4,4,6,5,5,4,5,5,3,3,3,5,5,5,2,2,1,4,4,3,5,5,5,2,1972,1,33
3573,35704,8,7,6,7,8,8,7,7,7,4,4,4,6,6,6,5,6,5,5,6,6,5,3,3,6,7,6,6,7,6,3,3,3,6,6,6,6,6,5,3,2,5,4,3,4,3,3,3,6,5,4,4,3,4,2,1973,2,32
3573,953302,8,NA,NA,6,NA,NA,7,NA,NA,3,NA,NA,5,NA,NA,6,NA,NA,5,NA,NA,3,NA,NA,6,NA,NA,5,NA,NA,4,NA,NA,4,NA,NA,5,NA,NA,3,NA,NA,5,NA,NA,2,NA,NA,4,NA,NA,3,NA,NA,2,1969,1,36
3573,1262502,NA,8,6,NA,8,7,NA,9,5,NA,5,5,NA,4,3,NA,4,5,NA,6,7,NA,4,2,NA,6,7,NA,7,6,NA,2,3,NA,6,6,NA,4,4,NA,4,4,NA,3,5,NA,1,2,NA,4,4,NA,3,5,NA,1967,2,38
3581,35801,6,8,NA,4,7,NA,7,8,NA,5,5,NA,5,5,NA,5,4,NA,4,4,NA,5,4,NA,6,5,NA,5,6,NA,5,4,NA,6,6,NA,4,4,NA,4,4,NA,5,2,NA,3,4,NA,5,4,NA,4,4,NA,2,1948,1,57
3581,35802,5,6,NA,6,7,NA,6,3,NA,4,1,NA,6,7,NA,7,6,NA,7,6,NA,1,1,NA,6,6,NA,6,7,NA,1,3,NA,7,7,NA,3,3,NA,5,6,NA,5,6,NA,5,5,NA,6,7,NA,7,5,NA,3,1952,2,53
3581,35803,8,NA,NA,-1,NA,NA,7,NA,NA,2,NA,NA,5,NA,NA,7,NA,NA,6,NA,NA,2,NA,NA,7,NA,NA,6,NA,NA,4,NA,NA,6,NA,NA,4,NA,NA,4,NA,NA,5,NA,NA,6,NA,NA,6,NA,NA,6,NA,NA,2,1980,2,25
3581,35804,7,NA,NA,7,NA,NA,7,NA,NA,5,NA,NA,7,NA,NA,6,NA,NA,7,NA,NA,2,NA,NA,6,NA,NA,6,NA,NA,7,NA,NA,3,NA,NA,7,NA,NA,6,NA,NA,6,NA,NA,2,NA,NA,7,NA,NA,3,NA,NA,1,1982,2,23
3581,35805,NA,7,NA,NA,8,NA,NA,9,NA,NA,7,NA,NA,2,NA,NA,6,NA,NA,6,NA,NA,4,NA,NA,6,NA,NA,7,NA,NA,1,NA,NA,7,NA,NA,5,NA,NA,4,NA,NA,6,NA,NA,7,NA,NA,6,NA,NA,5,NA,NA,1989,1,16
3590,35901,2,NA,NA,5,NA,NA,3,NA,NA,1,NA,NA,5,NA,NA,6,NA,NA,5,NA,NA,4,NA,NA,7,NA,NA,4,NA,NA,6,NA,NA,4,NA,NA,5,NA,NA,1,NA,NA,4,NA,NA,3,NA,NA,4,NA,NA,4,NA,NA,5,1934,1,71
3590,35905,0,NA,NA,6,NA,NA,3,NA,NA,1,NA,NA,6,NA,NA,7,NA,NA,7,NA,NA,1,NA,NA,7,NA,NA,6,NA,NA,7,NA,NA,4,NA,NA,5,NA,NA,5,NA,NA,6,NA,NA,6,NA,NA,5,NA,NA,4,NA,NA,5,1940,2,65
3603,36001,2,NA,NA,1,NA,NA,5,NA,NA,3,NA,NA,7,NA,NA,7,NA,NA,2,NA,NA,1,NA,NA,3,NA,NA,1,NA,NA,2,NA,NA,4,NA,NA,7,NA,NA,1,NA,NA,7,NA,NA,1,NA,NA,4,NA,NA,1,NA,NA,3,1922,2,83
3646,36401,2,3,NA,0,4,NA,7,-1,NA,1,-1,NA,3,-1,NA,6,-1,NA,6,-1,NA,3,-1,NA,5,-1,NA,7,-1,NA,5,-1,NA,7,-1,NA,4,-1,NA,3,-1,NA,4,-1,NA,7,-1,NA,4,-1,NA,1,-1,NA,4,1918,2,87
